"","BirdID","Status","BreedGroupID","Mate","NoFeeds","FeedsPerHour","NestWatchID","WatchDate","Month","Year2","TerritoryID","ObsDuration","LastBTO","SexEstimate","TerritoryNumber","TQ","Observer","LastColourRing","Island","NoH","StartTime","NestNumber","SumOfFeedsPerHour","NestID","Helper01","TotalFeeds","TotalFeedsPerHour","ClutchSize","BroodSize","NoFledglings","X.UkUR","WatchType","TQcorrected","FieldPeriodID","FPID_Month","MonthlyInsects","AvgOfTQcorrected","TQc_Combined","AnnualInsects","No_M_H","No_F_H","GroupSize","MateID","TID","BGID","NID","NWID","Obs","Year","FeedsHour","LogFeedsPerHour","sqrtFeedsPerHour","NoOffspring"
"500","1504","BrM",3799,1821,15,15,156,2020-08-29,"8",2006,54,60,"N748820",1,38,-0.183057869,"CE","BG/SX","CN",1,"15:50",1,39,1470,"1",39,39,1,1,1,0,"F",10962.89893,75,"75_8",1111,NA,10962.89893,3.303207678,1,0,3,"1821","54","3799","1470","156","CE","2006",15,2.70805020110221,3.87298334620742,1
"501","1506","BrF",463,1359,5,3.333333333,736,2020-08-15,"8",2003,25,90,"N748822",0,19,-0.081292776,"LB","BB/SX","CN",1,"10:05",1,17.33333333,719,"1",26,17.33333333,1,1,1,7.692307692,"FI",14698.19613,30,"30_8",1209,NA,14698.19613,3.656860326,1,0,4,"1359","25","463","719","736","LB","2003",3.33333333333333,1.20397280432594,1.82574185825927,1
"502","1506","BrF",3778,2962,6,6,135,2020-08-30,"8",2006,25,60,"N748822",0,19,-0.081292776,"CE","BB/SX","CN",1,"15:00",2,26,1435,"1",26,26,2,2,2,0,"F",10732.59094,75,"75_8",1111,NA,10732.59094,3.303207678,0,1,4,"2962","25","3778","1435","135","CE","2006",6,1.79175946922805,2.44948974278318,2
"503","1509","BrM",3765,1791,11,11,158,2020-08-17,"8",2006,7,60,"N748825",1,4,-0.171895773,"CE","WL/SX","CN",0,"14:10",1,31,1472,"0",31,31,1,1,0,0,"F",21949.15728,75,"75_8",1111,NA,21949.15728,3.303207678,0,0,3,"1791","7","3765","1472","158","CE","2006",11,2.39789527279837,3.3166247903554,1
"504","1509","BrM",651,1791,17,11.33333333,93,2020-08-30,"8",2005,7,90,"N748825",1,4,-0.171895773,"KH","WL/SX","CN",0,"07:26",1,27.33333333,1081,"0",41,27.33333333,1,1,0,0,"FI",NA,37,"37_8",1219,14812.54604,14812.54604,3.849363578,0,0,3,"1791","7","651","1081","93","KH","2005",11.3333333333333,2.42774823594805,3.36650164562562,1
"505","1523","BrM",488,1757,13,8.666666667,753,2020-08-19,"8",2003,58,90,"N748839",1,41.1,0.015406576,"CE","YN/SX","CN",1,"14:20",1,32,763,"1",48,32,1,1,1,6.25,"F",26673.73211,30,"30_8",1209,NA,26673.73211,3.656860326,0,1,3,"1757","58","488","763","753","CE","2003",8.66666666666667,2.15948424935337,2.94392028883256,1
"506","1524","BrM",615,1170,12,8,29,2020-08-17,"8",2004,95,90,"N748840",1,64,-0.096767056,"CE","YB/SX","CN",1,"08:43",1,16,983,"1",24,16,1,1,0,0,"F",5821.946923,34,"34_8",2164,NA,5821.946923,3.188410043,0,1,3,"1170","95","615","983","29","CE","2004",8,2.07944154167984,2.82842712474619,1
"507","1524","BrM",514,1170,12,8,744,2020-08-17,"8",2003,95,90,"N748840",1,64,-0.096767056,"CE","YB/SX","CN",1,"08:43",2,16,812,"1",24,16,2,1,0,0,"F",18559.35432,30,"30_8",1209,NA,18559.35432,3.656860326,0,1,3,"1170","95","514","812","744","CE","2003",8,2.07944154167984,2.82842712474619,1
"508","1524","BrM",615,1170,14,9.333333333,25,2020-08-10,"8",2004,95,90,"N748840",1,64,-0.096767056,"CE","YB/SX","CN",1,"07:47",1,15.33333333,983,"1",23,15.33333333,1,1,0,0,"FI",5821.946923,34,"34_8",2164,NA,5821.946923,3.188410043,0,1,3,"1170","95","615","983","25","CE","2004",9.33333333333333,2.23359222150709,3.05505046324934,1
"509","1524","BrM",514,1170,14,9.333333333,727,2020-08-10,"8",2003,95,90,"N748840",1,64,-0.096767056,"CE","YB/SX","CN",1,"07:47",2,14,812,"1",21,14,2,1,0,0,"FI",18559.35432,30,"30_8",1209,NA,18559.35432,3.656860326,0,1,3,"1170","95","514","812","727","CE","2003",9.33333333333333,2.23359222150709,3.05505046324934,1
"511","1532","BrF",4498,911,2,2,253,2020-08-28,"8",2008,4,60,"N748848",0,3,0.111254051,"ML","VL/SX","CN",2,"15:30",2,13,1846,"1",13,13,1,1,0,0,"FI",2644.843264,87,"87_8",725,NA,2644.843264,2.779036475,2,0,4,"911","4","4498","1846","253","ML","2008",2,0.693147180559945,1.4142135623731,1
"513","1532","BrF",4064,911,6,6,113,2020-02-09,"2",2009,4,60,"N748848",0,3,0.111254051,"MH","VL/SX","CN",0,"12:18",1,14,1606,"0",14,14,1,1,0,0,"F",6593.097978,90,"90_2",1054,NA,6593.097978,4.321269229,0,0,3,"911","4","4064","1606","113","MH","2009",6,1.79175946922805,2.44948974278318,1
"514","1532","BrF",649,911,7,7,84,2020-08-21,"8",2005,4,60,"N748848",0,3,0.111254051,"CE","VL/SX","CN",1,"14:10",1,17,1062,"1",17,17,1,1,1,0,"F",NA,37,"37_8",1219,23039.05719,23039.05719,3.849363578,1,0,3,"911","4","649","1062","84","CE","2005",7,1.94591014905531,2.64575131106459,1
"515","1533","BrM",6447,5851,2,2,1241,2020-02-15,"2",2014,99,60,"N748849",1,67,-0.226250357,"HE","BL/SX","CN",0,"08:11",1,5,2854,"0",5,5,1,1,0,0,"FI",17714.82581,124,"124_2",2347,NA,17714.82581,5.478684885,0,0,2,"5851","99","6447","2854","1241","HE","2014",2,0.693147180559945,1.4142135623731,1
"516","1536","BrF",3786,1787,3,2,143,2020-08-03,"8",2006,36,90,"N748852",0,26.5,0.050249415,"KH","RW/SX","CN",1,"08:00",2,15.33333333,1446,"1",23,15.33333333,1,1,1,8.695652174,"FI",9666.786136,75,"75_8",1111,NA,9666.786136,3.303207678,0,1,3,"1787","36","3786","1446","143","KH","2006",2,0.693147180559945,1.4142135623731,1
"517","1536","BrF",4521,4967,3,3,256,2020-08-26,"8",2008,36,60,"N748852",0,26.5,0.050249415,"ML","RW/SX","CN",0,"16:46",2,6,1862,"0",6,6,1,1,0,0,"FI",10553.81967,87,"87_8",725,NA,10553.81967,2.779036475,0,0,2,"4967","36","4521","1862","256","ML","2008",3,1.09861228866811,1.73205080756888,1
"518","1536","BrF",3786,1787,17,11.33333333,144,2020-08-07,"8",2006,36,90,"N748852",0,26.5,0.050249415,"CE","RW/SX","CN",1,"14:15",2,28,1446,"1",42,28,1,1,1,0,"FI",9666.786136,75,"75_8",1111,NA,9666.786136,3.303207678,0,1,3,"1787","36","3786","1446","144","CE","2006",11.3333333333333,2.42774823594805,3.36650164562562,1
"519","1543","BrM",3790,3487,11,11,151,2020-09-02,"9",2006,42,60,"N748859",1,30.1,-0.047255493,"CE","VR/SX","CN",0,"14:17",1,27,1457,"0",27,27,1,1,0,0,"FI",23116.20173,75,"75_9",883,NA,23116.20173,3.303207678,0,0,4,"3487","42","3790","1457","151","CE","2006",11,2.39789527279837,3.3166247903554,1
"523","1577","BrM",3807,1042,2,1.333333333,168,2020-07-31,"7",2006,63,90,"N748893",1,46,0.179861486,"JC","RB/YX","CN",0,"08:25",1,2,1485,"0",3,2,1,1,1,0,"FI",33880.01417,75,"75_7",1312,NA,33880.01417,3.303207678,0,0,5,"1042","63","3807","1485","168","JC","2006",1.33333333333333,0.287682072451781,1.15470053823491,1
"524","1042","BrF",4541,1557,0,0,262,2020-08-02,"8",2008,63,60,"K278278",0,46,0.179861486,"AE","BW/OX","CN",0,"12:00",1,2,1876,"0",2,2,1,1,0,0,"FI",18975.135,87,"87_8",725,NA,18975.135,2.779036475,0,0,3,"1557","63","4541","1876","262","AE","2008",0,-Inf,0,1
"525","1577","BrM",4541,1042,2,2,262,2020-08-02,"8",2008,63,60,"N748893",1,46,0.179861486,"AE","RB/YX","CN",0,"12:00",1,2,1876,"0",2,2,1,1,0,0,"FI",18975.135,87,"87_8",725,NA,18975.135,2.779036475,0,0,3,"1042","63","4541","1876","262","AE","2008",2,0.693147180559945,1.4142135623731,1
"527","1042","BrF",4541,1557,0,0,261,2020-08-19,"8",2008,63,65,"K278278",0,46,0.179861486,"AE","BW/OX","CN",1,"15:58",1,5.538461538,1876,"1",6,5.538461538,1,1,0,0,"FI",18975.135,87,"87_8",725,NA,18975.135,2.779036475,0,1,3,"1557","63","4541","1876","261","AE","2008",0,-Inf,0,1
"528","1577","BrM",4541,1042,5,4.615384615,261,2020-08-19,"8",2008,63,65,"N748893",1,46,0.179861486,"AE","RB/YX","CN",1,"15:58",1,5.538461538,1876,"1",6,5.538461538,1,1,0,0,"FI",18975.135,87,"87_8",725,NA,18975.135,2.779036475,0,1,3,"1042","63","4541","1876","261","AE","2008",4.61538461538462,1.52939520476056,2.14834462202878,1
"529","1577","BrM",691,1042,12,12,65,2020-07-30,"7",2005,63,60,"N748893",1,46,0.179861486,"CE","RB/YX","CN",0,"10:15",1,25,1092,"0",25,25,1,1,1,0,"F",NA,37,"37_7",805,20530.15893,20530.15893,3.849363578,0,0,4,"1042","63","691","1092","65","CE","2005",12,2.484906649788,3.46410161513775,1
"530","1577","BrM",3807,1042,14,14,167,2020-08-12,"8",2006,63,60,"N748893",1,46,0.179861486,"CE","RB/YX","CN",1,"08:20",1,34,1485,"1",34,34,1,1,1,0,"F",33880.01417,75,"75_8",1111,NA,33880.01417,3.303207678,0,1,5,"1042","63","3807","1485","167","CE","2006",14,2.63905732961526,3.74165738677394,1
"536","1580","BrF",5146,3643,4,4,874,2020-09-17,"9",2011,109,60,"N748896",0,76,-0.106813194,"MH","WV/YX","CN",0,"11:34",2,12,2487,"0",12,12,1,1,1,0,"F",71831.17039,105,"105_9",1843,NA,71831.17039,9.032081704,0,0,2,"3643","109","5146","2487","874","MH","2011",4,1.38629436111989,2,1
"537","1580","BrF",724,1040,10,6.666666667,81,2020-08-20,"8",2005,109,90,"N748896",0,76,-0.106813194,"AK","WV/YX","CN",1,"08:10",2,24.66666667,1153,"1",37,24.66666667,1,1,1,5.405405405,"FI",NA,37,"37_8",1219,9845.08717,9845.08717,3.849363578,1,0,3,"1040","109","724","1153","81","AK","2005",6.66666666666667,1.89711998488588,2.58198889753616,1
"538","1580","BrF",522,1040,13,8.666666667,726,2020-08-09,"8",2003,109,90,"N748896",0,76,-0.106813194,"LB","WV/YX","CN",1,"14:41",1,30,828,"1",45,30,1,1,1,4.444444444,"FI",5252.639429,30,"30_8",1209,NA,5252.639429,3.656860326,0,1,3,"1040","109","522","828","726","LB","2003",8.66666666666667,2.15948424935337,2.94392028883256,1
"539","1580","BrF",5030,3643,13,13,784,2020-08-11,"8",2010,109,60,"N748896",0,76,-0.106813194,"MH","WV/YX","CN",0,"14:08",1,35,2326,"0",35,35,1,1,1,8.571428571,"F",12492.46629,104,"104_8",1454,NA,12492.46629,3.884601828,0,0,2,"3643","109","5030","2326","784","MH","2010",13,2.56494935746154,3.60555127546399,1
"540","1580","BrF",5301,3643,13,13,1070,2020-08-31,"8",2012,109,60,"N748896",0,76,-0.106813194,"SAK","WV/YX","CN",0,"12:02",1,37,2568,"0",37,37,1,1,1,0,"FL",20990.53876,116,"116_8",1183,NA,20990.53876,4.048605441,0,0,2,"3643","109","5301","2568","1070","SAK","2012",13,2.56494935746154,3.60555127546399,1
"541","1581","BrM",4284,3002,5,5,246,2020-08-13,"8",2007,135,60,"N748897",1,92.1,-0.222975985,"PS","BV/YX","CN",1,"10:51",1,11,1795,"1",11,11,1,1,1,0,"F",9660.684708,82,"82_8",510,NA,9660.684708,2.855332926,1,0,3,"3002","135","4284","1795","246","PS","2007",5,1.6094379124341,2.23606797749979,1
"542","1593","BrM",547,1272,4,2.666666667,740,2020-08-16,"8",2003,168,90,"N748909",1,111,0.350876253,"LB","RL/YX","CN",2,"15:07",1,18,700,"1",27,18,2,1,1,3.703703704,"F",18871.79864,30,"30_8",1209,NA,18871.79864,3.656860326,0,2,4,"1272","168","547","700","740","LB","2003",2.66666666666667,0.980829253011726,1.63299316195751,1
"543","1593","BrM",3868,3517,15,15,123,2020-09-03,"9",2006,168,60,"N748909",1,111,0.350876253,"CE","RL/YX","CN",0,"14:30",2,35,1417,"0",35,35,2,2,2,0,"F",14882.63117,75,"75_9",883,NA,14882.63117,3.303207678,0,0,3,"3517","168","3868","1417","123","CE","2006",15,2.70805020110221,3.87298334620742,2
"545","1604","BrM",5131,3567,4,4,907,2020-08-30,"8",2011,83,60,"N748920",1,56,-0.122256295,"DJW","OO/XZ","CN",0,"15:03",1,15,2464,"0",15,15,1,1,1,0,"F",40221.12739,105,"105_8",3751,NA,40221.12739,9.032081704,0,0,3,"3567","83","5131","2464","907","DJW","2011",4,1.38629436111989,2,1
"546","1604","BrM",5131,3567,7,7,869,2020-08-27,"8",2011,83,60,"N748920",1,56,-0.122256295,"MH","OO/XZ","CN",0,"15:28",1,11,2464,"0",11,11,1,1,1,0,"FI",40221.12739,105,"105_8",3751,NA,40221.12739,9.032081704,0,0,3,"3567","83","5131","2464","869","MH","2011",7,1.94591014905531,2.64575131106459,1
"547","1604","BrM",5015,3567,18,18,790,2020-08-24,"8",2010,83,60,"N748920",1,56,-0.122256295,"MH","OO/XZ","CN",0,"13:30",2,30,2306,"0",30,30,1,1,1,3.333333333,"F",22043.43843,104,"104_8",1454,NA,22043.43843,3.884601828,0,0,2,"3567","83","5015","2306","790","MH","2010",18,2.89037175789616,4.24264068711928,1
"548","1605","BrF",5080,5620,6,6,901,2020-08-19,"8",2011,8,60,"N748921",0,5,0.059081271,"DJW","BB/XZ","CN",1,"11:23",2,18,2396,"1",18,18,1,1,1,0,"F",108250.4439,105,"105_8",3751,NA,108250.4439,9.032081704,0,1,4,"5620","8","5080","2396","901","DJW","2011",6,1.79175946922805,2.44948974278318,1
"549","1605","BrF",570,497,7,4.666666667,34,2020-08-21,"8",2004,8,90,"N748921",0,5,0.059081271,"CE","BB/XZ","CN",1,"09:44",1,18.66666667,968,"1",28,18.66666667,1,1,0,0,"FI",7722.062953,34,"34_8",2164,NA,7722.062953,3.188410043,0,1,3,"497","8","570","968","34","CE","2004",4.66666666666667,1.54044504094715,2.16024689954644,1
"550","1605","BrF",450,497,7,4.666666667,757,2020-08-21,"8",2003,8,90,"N748921",0,5,0.059081271,"CE","BB/XZ","CN",1,"09:44",1,19.33333333,781,"1",29,19.33333333,1,1,1,0,"FI",13202.8132,30,"30_8",1209,NA,13202.8132,3.656860326,0,1,3,"497","8","450","781","757","CE","2003",4.66666666666667,1.54044504094715,2.16024689954644,1
"551","1605","BrF",570,497,8,5.333333333,37,2020-08-28,"8",2004,8,90,"N748921",0,5,0.059081271,"CE","BB/XZ","CN",1,"08:54",1,24.66666667,968,"1",37,24.66666667,1,1,0,0,"FI",7722.062953,34,"34_8",2164,NA,7722.062953,3.188410043,0,1,3,"497","8","570","968","37","CE","2004",5.33333333333333,1.67397643357167,2.30940107668633,1
"552","1605","BrF",450,497,8,5.333333333,763,2020-08-28,"8",2003,8,90,"N748921",0,5,0.059081271,"CE","BB/XZ","CN",1,"08:54",1,24.66666667,781,"1",37,24.66666667,1,1,1,0,"FI",13202.8132,30,"30_8",1209,NA,13202.8132,3.656860326,0,1,3,"497","8","450","781","763","CE","2003",5.33333333333333,1.67397643357167,2.30940107668633,1
"557","1607","BrM",4968,4964,14,14,816,2020-08-09,"8",2010,13,60,"N748923",1,8,0.230001951,"SP","GG/XZ","CN",1,"09:44",1,32,2241,"1",32,32,1,1,1,0,"FI",37471.66541,104,"104_8",1454,NA,37471.66541,3.884601828,0,1,4,"4964","13","4968","2241","816","SP","2010",14,2.63905732961526,3.74165738677394,1
"558","1607","BrM",3770,1778,18,12,195,2020-08-12,"8",2006,13,90,"N748923",1,8,0.230001951,"CE","GG/XZ","CN",0,"11:05",1,26.66666667,1546,"0",40,26.66666667,1,1,0,0,"F",20596.49363,75,"75_8",1111,NA,20596.49363,3.303207678,0,0,3,"1778","13","3770","1546","195","CE","2006",12,2.484906649788,3.46410161513775,1
"559","1608","BrM",527,1685,13,13,747,2020-08-18,"8",2003,116,60,"N748924",1,81,-0.057464636,"CE","YY/XZ","CN",1,"15:52",1,24,842,"1",24,24,1,1,1,0,"F",36561.02848,30,"30_8",1209,NA,36561.02848,3.656860326,0,1,4,"1685","116","527","842","747","CE","2003",13,2.56494935746154,3.60555127546399,1
"561","1611","BrM",4980,3497,8,8,782,2020-08-09,"8",2010,32,60,"N748927",1,24,-0.132808304,"MH","VV/XZ","CN",0,"10:25",1,13,2259,"0",13,13,1,1,1,0,"FI",16742.51064,104,"104_8",1454,NA,16742.51064,3.884601828,0,0,2,"3497","32","4980","2259","782","MH","2010",8,2.07944154167984,2.82842712474619,1
"562","1612","BrF",521,1199,18,12,746,2020-08-18,"8",2003,108,90,"N748928",0,75,0.426476356,"LB","LB/XZ","CN",1,"11:07",1,32.66666667,826,"1",49,32.66666667,1,1,1,4.081632653,"F",20342.33925,30,"30_8",1209,NA,20342.33925,3.656860326,1,0,3,"1199","108","521","826","746","LB","2003",12,2.484906649788,3.46410161513775,1
"563","1614","BrF",4503,4902,7,7,254,2020-08-20,"8",2008,11,60,"N748930",0,6.5,0.177588448,"JC","GB/XZ","CN",0,"17:15",1,17,1852,"0",17,17,1,1,1,5.882352941,"F",1606.449196,87,"87_8",725,NA,1606.449196,2.779036475,0,0,2,"4902","11","4503","1852","254","JC","2008",7,1.94591014905531,2.64575131106459,1
"565","1616","BrM",5040,5323,4,4,827,2020-08-27,"8",2010,127,60,"N748932",1,87,-0.022159614,"SP","RG/XZ","CN",1,"13:30",2,27,2338,"1",27,27,1,1,1,0,"F",7824.879227,104,"104_8",1454,NA,7824.879227,3.884601828,0,1,3,"5323","127","5040","2338","827","SP","2010",4,1.38629436111989,2,1
"566","1616","BrM",5155,5323,12,9.6,900,2020-08-17,"8",2011,127,75,"N748932",1,87,-0.022159614,"DJW","RG/XZ","CN",2,"10:00",1,37.6,2498,"1",47,37.6,2,2,0,2.127659574,"F",36361.84411,105,"105_8",3751,NA,36361.84411,9.032081704,1,1,4,"5323","127","5155","2498","900","DJW","2011",9.6,2.26176309847379,3.09838667696593,2
"567","1616","BrM",3851,1024,13,8.666666667,199,2020-08-09,"8",2006,127,90,"N748932",1,87,-0.022159614,"CE","RG/XZ","CN",0,"11:05",1,17.33333333,1561,"0",26,17.33333333,1,1,1,0,"FI",6504.39968,75,"75_8",1111,NA,6504.39968,3.303207678,0,0,2,"1024","127","3851","1561","199","CE","2006",8.66666666666667,2.15948424935337,2.94392028883256,1
"568","1617","BrF",5047,1494,7,7,795,2020-08-31,"8",2010,140,60,"N748933",0,94.2,0.187845794,"MH","RO/XZ","CN",0,"11:50",1,13,2346,"0",13,13,1,1,1,0,"F",12489.74983,104,"104_8",1454,NA,12489.74983,3.884601828,0,0,2,"1494","140","5047","2346","795","MH","2010",7,1.94591014905531,2.64575131106459,1
"569","1660","BrF",6104,5837,14,14,1114,2020-08-26,"8",2013,8,60,"N748976",0,5,0.059081271,"MB","OO/MX","CN",1,"08:48",1,28,2721,"1",28,28,1,1,1,0,"F",44514.69774,122,"122_8",2045,NA,44514.69774,3.248186294,0,1,3,"5837","8","6104","2721","1114","MB","2013",14,2.63905732961526,3.74165738677394,1
"570","1660","BrF",6104,5837,22,22,1149,2020-09-12,"9",2013,8,60,"N748976",0,5,0.059081271,"MB","OO/MX","CN",0,"12:20",1,28,2721,"0",28,28,1,1,1,3.571428571,"FL",44514.69774,122,"122_9",1113,NA,44514.69774,3.248186294,0,0,3,"5837","8","6104","2721","1149","MB","2013",22,3.09104245335832,4.69041575982343,1
"571","1666","BrM",2581,1415,13,8.666666667,754,2020-08-19,"8",2003,39,90,"N748982",1,28.1,-0.233484306,"CE","GG/MX","CN",1,"10:08",1,23.33333333,2223,"1",35,23.33333333,1,1,1,0,"F",15116.00688,30,"30_8",1209,NA,15116.00688,3.656860326,1,0,3,"1415","39","2581","2223","754","CE","2003",8.66666666666667,2.15948424935337,2.94392028883256,1
"572","1666","BrM",2581,1415,13,8.666666667,764,2020-08-29,"8",2003,39,90,"N748982",1,28.1,-0.233484306,"CE","GG/MX","CN",1,"10:08",1,23.33333333,2223,"1",35,23.33333333,1,1,1,0,"F",15116.00688,30,"30_8",1209,NA,15116.00688,3.656860326,1,0,3,"1415","39","2581","2223","764","CE","2003",8.66666666666667,2.15948424935337,2.94392028883256,1
"575","1678","BrF",3853,1412,4,4,201,2020-09-02,"9",2006,129,60,"N748994",0,88,-0.011596879,"CE","GY/MX","CN",1,"09:20",1,15,1562,"1",15,15,1,1,0,0,"FI",10377.44931,75,"75_9",883,NA,10377.44931,3.303207678,0,1,4,"1412","129","3853","1562","201","CE","2006",4,1.38629436111989,2,1
"576","1678","BrF",5157,5291,4,4,888,2020-08-06,"8",2011,129,60,"N748994",0,88,-0.011596879,"DJW","GY/MX","CN",1,"08:45",1,16,2500,"1",16,16,1,1,1,0,"FI",32072.11143,105,"105_8",3751,NA,32072.11143,9.032081704,0,1,3,"5291","129","5157","2500","888","DJW","2011",4,1.38629436111989,2,1
"577","1678","BrF",5363,5291,18,18,1068,2020-08-30,"8",2012,129,60,"N748994",0,88,-0.011596879,"SAK","GY/MX","CN",1,"11:28",1,42,2660,"1",42,42,1,1,1,0,"FL",9813.934225,116,"116_8",1183,NA,9813.934225,4.048605441,0,1,4,"5291","129","5363","2660","1068","SAK","2012",18,2.89037175789616,4.24264068711928,1
"578","1684","BrM",472,1222,15,10,765,2020-08-29,"8",2003,40,90,"N749000",1,29,-0.145638147,"CE","RL/XZ","CN",0,"08:20",3,19.33333333,738,"0",29,19.33333333,2,1,1,0,"FI",6613.391984,30,"30_8",1209,NA,6613.391984,3.656860326,0,0,3,"1222","40","472","738","765","CE","2003",10,2.30258509299405,3.16227766016838,1
"579","3486","BrM",4776,1685,0,0,1009,2020-09-05,"9",2009,116,60,"P885992",1,81,-0.057464636,"JW","LR/WX","CN",1,"11:33",2,5,2042,"1",5,5,1,1,0,0,"FI",8337.688442,92,"92_9",2010,NA,8337.688442,4.404908722,0,1,3,"1685","116","4776","2042","1009","JW","2009",0,-Inf,0,1
"580","1685","BrF",4776,3486,3,3,1009,2020-09-05,"9",2009,116,60,"P885941",0,81,-0.057464636,"JW","EL/AX","CN",1,"11:33",2,5,2042,"1",5,5,1,1,0,0,"FI",8337.688442,92,"92_9",2010,NA,8337.688442,4.404908722,0,1,3,"3486","116","4776","2042","1009","JW","2009",3,1.09861228866811,1.73205080756888,1
"581","1685","BrF",527,1608,5,5,747,2020-08-18,"8",2003,116,60,"P885941",0,81,-0.057464636,"CE","EL/AX","CN",1,"15:52",1,24,842,"1",24,24,1,1,1,0,"F",36561.02848,30,"30_8",1209,NA,36561.02848,3.656860326,0,1,4,"1608","116","527","842","747","CE","2003",5,1.6094379124341,2.23606797749979,1
"582","1698","BrM",4531,1361,10,10,259,2020-08-28,"8",2008,51,60,"P361935",1,35,0.177949932,"JC","BE/MX","CN",1,"10:19",1,19,1870,"1",19,19,1,1,0,5.263157895,"FI",5366.310944,87,"87_8",725,NA,5366.310944,2.779036475,0,1,3,"1361","51","4531","1870","259","JC","2008",10,2.30258509299405,3.16227766016838,1
"583","1698","BrM",4225,1361,12,12,224,2020-09-08,"9",2007,51,60,"P361935",1,35,0.177949932,"PS","BE/MX","CN",1,"14:51",1,20,1725,"1",20,20,1,1,1,10,"FI",12658.02679,82,"82_9",403,NA,12658.02679,2.855332926,1,0,4,"1361","51","4225","1725","224","PS","2007",12,2.484906649788,3.46410161513775,1
"584","1558","BrF",3808,1699,0,0,164,2020-08-21,"8",2006,66,60,"N748874",0,46.5,-0.065154696,"JC","EY/SX","CN",1,"16:32",2,4,1483,"1",4,4,1,1,0,0,"FI",19882.33923,75,"75_8",1111,NA,19882.33923,3.303207678,1,0,4,"1699","66","3808","1483","164","JC","2006",0,-Inf,0,1
"585","1699","BrM",3808,1558,2,2,164,2020-08-21,"8",2006,66,60,"P361936",1,46.5,-0.065154696,"JC","RW/MX","CN",1,"16:32",2,4,1483,"1",4,4,1,1,0,0,"FI",19882.33923,75,"75_8",1111,NA,19882.33923,3.303207678,1,0,4,"1558","66","3808","1483","164","JC","2006",2,0.693147180559945,1.4142135623731,1
"588","1707","BrF",6420,1710,1,1,1231,2020-02-12,"2",2014,477,60,"P361944",0,131,0.123379945,"FG","VO/MX","CN",1,"08:50",2,12,2845,"1",12,12,1,1,0,8.333333333,"FI",44567.24865,124,"124_2",2347,NA,44567.24865,5.478684885,0,1,3,"1710","477","6420","2845","1231","FG","2014",1,0,1,1
"589","1707","BrF",5180,1710,2,2,889,2020-08-06,"8",2011,477,60,"P361944",0,131,0.123379945,"DJW","VO/MX","CN",2,"10:15",1,10,2526,"1",10,10,1,1,1,10,"FI",24991.74215,105,"105_8",3751,NA,24991.74215,9.032081704,1,1,4,"1710","477","5180","2526","889","DJW","2011",2,0.693147180559945,1.4142135623731,1
"591","1707","BrF",5366,1710,5,5,1074,2020-09-24,"9",2012,477,60,"P361944",0,131,0.123379945,"SAK","VO/MX","CN",1,"13:53",1,17,2666,"1",17,17,1,1,0,0,"FI",28392.51975,116,"116_9",1250,NA,28392.51975,4.048605441,0,1,3,"1710","477","5366","2666","1074","SAK","2012",5,1.6094379124341,2.23606797749979,1
"592","1707","BrF",6671,1710,7,7,1449,2020-08-20,"8",2014,477,60,"P361944",0,131,0.123379945,"SAK","VO/MX","CN",2,"09:50",2,15,3120,"1",15,15,1,1,1,0,"F",10708.74193,125,"125_8",1437,NA,10708.74193,4.287076423,0,2,4,"1710","477","6671","3120","1449","SAK","2014",7,1.94591014905531,2.64575131106459,1
"593","1707","BrF",6671,1710,9,9,1440,2020-08-13,"8",2014,477,60,"P361944",0,131,0.123379945,"SAK","VO/MX","CN",2,"14:47",2,25,3120,"1",25,25,1,1,1,0,"F",10708.74193,125,"125_8",1437,NA,10708.74193,4.287076423,0,2,4,"1710","477","6671","3120","1440","SAK","2014",9,2.19722457733622,3,1
"594","1707","BrF",5069,1710,10,10,818,2020-08-11,"8",2010,477,60,"P361944",0,131,0.123379945,"SP","VO/MX","CN",2,"15:10",2,33,2375,"1",33,33,1,1,1,0,"F",12317.1257,104,"104_8",1454,NA,12317.1257,3.884601828,0,2,4,"1710","477","5069","2375","818","SP","2010",10,2.30258509299405,3.16227766016838,1
"598","1710","BrM",4247,1776,4,4,233,2020-08-29,"8",2007,77,60,"P361948",1,52.1,0.462961077,"PS","LO/MX","CN",0,"14:56",1,21,1751,"0",21,21,1,1,1,0,"F",19386.14976,82,"82_8",510,NA,19386.14976,2.855332926,0,0,4,"1776","77","4247","1751","233","PS","2007",4,1.38629436111989,2,1
"599","1710","BrM",6420,1707,4,4,1231,2020-02-12,"2",2014,477,60,"P361948",1,131,0.123379945,"FG","LO/MX","CN",1,"08:50",2,12,2845,"1",12,12,1,1,0,8.333333333,"FI",44567.24865,124,"124_2",2347,NA,44567.24865,5.478684885,0,1,3,"1707","477","6420","2845","1231","FG","2014",4,1.38629436111989,2,1
